,cand_nm,contbr_zip,contbr_employer,contbr_occupation,contb_receipt_amt,occ_cat,converted_date,payment_yr
5909,"Warren, Elizabeth ",20009,INTERACTION,INTERNATIONAL DEVELOPMENT ADVOCATE,20.0,other,201909,2019
5910,"Warren, Elizabeth ",20009,INTERACTION,INTERNATIONAL DEVELOPMENT ADVOCATE,10.0,other,201909,2019
5911,"Warren, Elizabeth ",20007,GEORGETOWN UNIVERSITY SCHOOL OF MEDICI,PHYSICIAN,35.0,healthcare,201907,2019
5912,"Warren, Elizabeth ",20007,GEORGETOWN UNIVERSITY SCHOOL OF MEDICI,PHYSICIAN,25.0,healthcare,201907,2019
5913,"Warren, Elizabeth ",20007,GEORGETOWN UNIVERSITY SCHOOL OF MEDICI,PHYSICIAN,64.92,healthcare,201908,2019
5914,"Warren, Elizabeth ",20007,GEORGETOWN UNIVERSITY SCHOOL OF MEDICI,PHYSICIAN,6.0,healthcare,201908,2019
5915,"Warren, Elizabeth ",20007,GEORGETOWN UNIVERSITY SCHOOL OF MEDICI,PHYSICIAN,6.0,healthcare,201909,2019
5916,"Warren, Elizabeth ",20007,GEORGETOWN UNIVERSITY SCHOOL OF MEDICI,PHYSICIAN,100.0,healthcare,201909,2019
5917,"Warren, Elizabeth ",20007,GEORGETOWN UNIVERSITY SCHOOL OF MEDICI,PHYSICIAN,50.0,healthcare,201909,2019
5918,"Warren, Elizabeth ",20009,KPMG,HEALTH POLICY ANALYST,50.0,business/gov,201907,2019
5919,"Warren, Elizabeth ",20009,KPMG,HEALTH POLICY ANALYST,34.66,business/gov,201907,2019
5920,"Warren, Elizabeth ",20009,KPMG,HEALTH POLICY ANALYST,10.0,business/gov,201907,2019
5921,"Warren, Elizabeth ",20009,KPMG,HEALTH POLICY ANALYST,10.0,business/gov,201907,2019
5922,"Warren, Elizabeth ",20009,KPMG,HEALTH POLICY ANALYST,30.0,business/gov,201907,2019
5923,"Warren, Elizabeth ",20009,NONE,HOMEMAKER,50.0,not employed or unknown,201907,2019
5924,"Warren, Elizabeth ",20009,NONE,HOMEMAKER,33.86,not employed or unknown,201907,2019
5925,"Warren, Elizabeth ",20009,NONE,HOMEMAKER,50.0,not employed or unknown,201909,2019
5926,"Warren, Elizabeth ",20010,STG,COMMUNICATIONS CONSULTANT,25.0,artist/comm,201907,2019
5927,"Warren, Elizabeth ",20009,KPMG,HEALTH POLICY ANALYST,10.0,business/gov,201907,2019
5928,"Warren, Elizabeth ",20009,KPMG,HEALTH POLICY ANALYST,10.0,business/gov,201908,2019
5929,"Warren, Elizabeth ",20009,KPMG,HEALTH POLICY ANALYST,50.0,business/gov,201908,2019
5930,"Warren, Elizabeth ",20009,KPMG,HEALTH POLICY ANALYST,25.0,business/gov,201908,2019
5931,"Warren, Elizabeth ",20009,KPMG,HEALTH POLICY ANALYST,50.0,business/gov,201909,2019
5932,"Warren, Elizabeth ",20009,KPMG,HEALTH POLICY ANALYST,50.0,business/gov,201909,2019
5933,"Warren, Elizabeth ",20009,KPMG,HEALTH POLICY ANALYST,15.0,business/gov,201909,2019
5934,"Warren, Elizabeth ",20010,STG,COMMUNICATIONS CONSULTANT,25.0,artist/comm,201907,2019
5935,"Warren, Elizabeth ",20010,STG,COMMUNICATIONS CONSULTANT,25.0,artist/comm,201907,2019
5936,"Warren, Elizabeth ",20010,STG,COMMUNICATIONS CONSULTANT,35.0,artist/comm,201907,2019
5937,"Warren, Elizabeth ",20010,STG,COMMUNICATIONS CONSULTANT,25.0,artist/comm,201908,2019
5938,"Warren, Elizabeth ",20010,STG,COMMUNICATIONS CONSULTANT,25.0,artist/comm,201908,2019
5939,"Warren, Elizabeth ",20010,STG,COMMUNICATIONS CONSULTANT,70.01,artist/comm,201909,2019
5940,"Warren, Elizabeth ",20010,STG,COMMUNICATIONS CONSULTANT,15.0,artist/comm,201909,2019
5941,"Warren, Elizabeth ",20010,STG,COMMUNICATIONS CONSULTANT,25.0,artist/comm,201909,2019
5942,"Warren, Elizabeth ",20010,STG,COMMUNICATIONS CONSULTANT,15.0,artist/comm,201909,2019
5943,"Warren, Elizabeth ",20009,NONE,NOT EMPLOYED,25.0,not employed or unknown,201907,2019
5944,"Warren, Elizabeth ",20009,NONE,NOT EMPLOYED,25.0,not employed or unknown,201908,2019
5945,"Warren, Elizabeth ",20009,NONE,NOT EMPLOYED,25.0,not employed or unknown,201909,2019
5946,"Warren, Elizabeth ",20017,SLATE,SOFTWARE ENGINEER,250.0,it,201909,2019
5947,"Warren, Elizabeth ",20010,CONSUMER FINANCIAL PROTECTION BUREAU,ATTORNEY,100.0,law,201907,2019
5948,"Warren, Elizabeth ",20010,CONSUMER FINANCIAL PROTECTION BUREAU,ATTORNEY,100.0,law,201908,2019
5949,"Warren, Elizabeth ",20010,CONSUMER FINANCIAL PROTECTION BUREAU,ATTORNEY,100.0,law,201909,2019
5950,"Warren, Elizabeth ",20003,TRUSTED HEALTH PLAN,NURSE,25.0,healthcare,201907,2019
5951,"Warren, Elizabeth ",20003,TRUSTED HEALTH PLAN,NURSE,25.0,healthcare,201908,2019
5952,"Warren, Elizabeth ",20003,TRUSTED HEALTH PLAN,NURSE,25.0,healthcare,201909,2019
5953,"Warren, Elizabeth ",20003,DONAHUE GOLDBERG WEAVER & LITTLETON,ATTORNEY,100.0,law,201907,2019
5954,"Warren, Elizabeth ",20003,DONAHUE GOLDBERG WEAVER & LITTLETON,ATTORNEY,100.0,law,201908,2019
5955,"Warren, Elizabeth ",20003,DONAHUE GOLDBERG WEAVER & LITTLETON,ATTORNEY,25.0,law,201909,2019
5956,"Warren, Elizabeth ",20005,MACY'S,ASSOCIATE,51.0,other,201909,2019
5957,"Warren, Elizabeth ",20005,MACY'S,ASSOCIATE,612.0,other,201909,2019
5958,"Warren, Elizabeth ",20010,HEALTH CLINIC,PUBLIC HEALTH,10.0,business/gov,201907,2019
5959,"Warren, Elizabeth ",20010,HEALTH CLINIC,PUBLIC HEALTH,5.0,business/gov,201907,2019
5960,"Warren, Elizabeth ",20010,HEALTH CLINIC,PUBLIC HEALTH,10.0,business/gov,201907,2019
5961,"Warren, Elizabeth ",20010,HEALTH CLINIC,PUBLIC HEALTH,15.0,business/gov,201907,2019
5962,"Warren, Elizabeth ",20010,HEALTH CLINIC,PUBLIC HEALTH,15.0,business/gov,201907,2019
5963,"Warren, Elizabeth ",20010,HEALTH CLINIC,PUBLIC HEALTH,5.0,business/gov,201908,2019
5964,"Warren, Elizabeth ",20010,HEALTH CLINIC,PUBLIC HEALTH,5.0,business/gov,201908,2019
5965,"Warren, Elizabeth ",20010,HEALTH CLINIC,PUBLIC HEALTH,10.0,business/gov,201908,2019
5966,"Warren, Elizabeth ",20010,HEALTH CLINIC,PUBLIC HEALTH,15.0,business/gov,201908,2019
5967,"Warren, Elizabeth ",20010,HEALTH CLINIC,PUBLIC HEALTH,5.0,business/gov,201909,2019
5968,"Warren, Elizabeth ",20010,HEALTH CLINIC,PUBLIC HEALTH,35.0,business/gov,201909,2019
5969,"Warren, Elizabeth ",20010,HEALTH CLINIC,PUBLIC HEALTH,5.0,business/gov,201909,2019
5970,"Warren, Elizabeth ",20010,HEALTH CLINIC,PUBLIC HEALTH,5.0,business/gov,201909,2019
5971,"Warren, Elizabeth ",20010,HEALTH CLINIC,PUBLIC HEALTH,15.0,business/gov,201909,2019
5972,"Warren, Elizabeth ",20010,HEALTH CLINIC,PUBLIC HEALTH,10.0,business/gov,201909,2019
5973,"Warren, Elizabeth ",20010,HEALTH CLINIC,PUBLIC HEALTH,5.0,business/gov,201909,2019
5974,"Warren, Elizabeth ",20005,FEDERAL GOVERNMENT,ANALYST,15.0,business/gov,201907,2019
5975,"Warren, Elizabeth ",20005,FEDERAL GOVERNMENT,ANALYST,3.0,business/gov,201907,2019
5976,"Warren, Elizabeth ",20005,FEDERAL GOVERNMENT,ANALYST,15.0,business/gov,201907,2019
5977,"Warren, Elizabeth ",20005,FEDERAL GOVERNMENT,ANALYST,25.0,business/gov,201907,2019
5978,"Warren, Elizabeth ",20005,FEDERAL GOVERNMENT,ANALYST,10.0,business/gov,201907,2019
5979,"Warren, Elizabeth ",20005,FEDERAL GOVERNMENT,ANALYST,3.0,business/gov,201908,2019
5980,"Warren, Elizabeth ",20005,FEDERAL GOVERNMENT,ANALYST,10.0,business/gov,201908,2019
5981,"Warren, Elizabeth ",20005,FEDERAL GOVERNMENT,ANALYST,25.0,business/gov,201908,2019
5982,"Warren, Elizabeth ",20005,FEDERAL GOVERNMENT,ANALYST,10.0,business/gov,201908,2019
5983,"Warren, Elizabeth ",20005,FEDERAL GOVERNMENT,ANALYST,3.0,business/gov,201909,2019
5984,"Warren, Elizabeth ",20005,FEDERAL GOVERNMENT,ANALYST,25.0,business/gov,201909,2019
5985,"Warren, Elizabeth ",20015,PRECISION STRATEGIES,CONSULTANT,50.0,business/gov,201908,2019
5986,"Warren, Elizabeth ",20015,PRECISION STRATEGIES,CONSULTANT,50.0,business/gov,201909,2019
5987,"Warren, Elizabeth ",20009,DISCOVERY,PRODUCTION COORDINATOR,35.0,other,201909,2019
5988,"Warren, Elizabeth ",20008,THE STERN GROUP,ECONOMIST,100.0,science,201908,2019
5989,"Warren, Elizabeth ",20008,THE STERN GROUP,ECONOMIST,100.0,science,201908,2019
5990,"Warren, Elizabeth ",20008,THE STERN GROUP,ECONOMIST,100.0,science,201908,2019
5991,"Warren, Elizabeth ",20007,NONE,NOT EMPLOYED,500.0,not employed or unknown,201909,2019
5992,"Warren, Elizabeth ",20009,UBER,CENTRAL OPERATIONS MANAGER,15.0,business/gov,201907,2019
5993,"Warren, Elizabeth ",20009,UBER,CENTRAL OPERATIONS MANAGER,25.0,business/gov,201907,2019
5994,"Warren, Elizabeth ",20009,UBER,CENTRAL OPERATIONS MANAGER,10.0,business/gov,201907,2019
5995,"Warren, Elizabeth ",20009,UBER,CENTRAL OPERATIONS MANAGER,10.0,business/gov,201907,2019
5996,"Warren, Elizabeth ",20009,UBER,CENTRAL OPERATIONS MANAGER,10.0,business/gov,201907,2019
5997,"Warren, Elizabeth ",20009,UBER,CENTRAL OPERATIONS MANAGER,15.0,business/gov,201908,2019
5998,"Warren, Elizabeth ",20009,UBER,CENTRAL OPERATIONS MANAGER,15.0,business/gov,201908,2019
5999,"Warren, Elizabeth ",20009,UBER,CENTRAL OPERATIONS MANAGER,10.0,business/gov,201908,2019
6000,"Warren, Elizabeth ",20009,UBER,CENTRAL OPERATIONS MANAGER,15.0,business/gov,201909,2019
6001,"Warren, Elizabeth ",20009,UBER,CENTRAL OPERATIONS MANAGER,15.0,business/gov,201909,2019
6002,"Warren, Elizabeth ",20009,UBER,CENTRAL OPERATIONS MANAGER,15.0,business/gov,201909,2019
6003,"Warren, Elizabeth ",20009,UBER,CENTRAL OPERATIONS MANAGER,15.0,business/gov,201909,2019
6004,"Warren, Elizabeth ",20009,UBER,CENTRAL OPERATIONS MANAGER,15.0,business/gov,201909,2019
6005,"Warren, Elizabeth ",20009,UBER,CENTRAL OPERATIONS MANAGER,105.5,business/gov,201909,2019
6006,"Warren, Elizabeth ",20009,UBER,CENTRAL OPERATIONS MANAGER,10.0,business/gov,201909,2019
6007,"Warren, Elizabeth ",20009,BAKER DONELSON BEARMAN CALDWELL & BERK,ATTORNEY,50.0,law,201907,2019
6008,"Warren, Elizabeth ",20009,BAKER DONELSON BEARMAN CALDWELL & BERK,ATTORNEY,79.46,law,201907,2019
6009,"Warren, Elizabeth ",20009,BAKER DONELSON BEARMAN CALDWELL & BERK,ATTORNEY,50.0,law,201908,2019
6010,"Warren, Elizabeth ",20009,BAKER DONELSON BEARMAN CALDWELL & BERK,ATTORNEY,50.0,law,201909,2019
6011,"Warren, Elizabeth ",20009,NON PROFIT,ASSOCIATE,13.86,other,201907,2019
6012,"Warren, Elizabeth ",20009,NON PROFIT,ASSOCIATE,10.0,other,201907,2019
6013,"Warren, Elizabeth ",20015,"WEIL, GOTSHAL & MANGES LLP",ATTORNEY,250.0,law,201909,2019
6014,"Warren, Elizabeth ",20008,VOX GLOBAL,CONSULTANT,35.0,business/gov,201907,2019
6015,"Warren, Elizabeth ",20008,VOX GLOBAL,CONSULTANT,35.0,business/gov,201908,2019
6016,"Warren, Elizabeth ",20008,VOX GLOBAL,CONSULTANT,34.93,business/gov,201908,2019
6017,"Warren, Elizabeth ",20008,VOX GLOBAL,CONSULTANT,35.0,business/gov,201909,2019
6018,"Warren, Elizabeth ",20005,CIVIL RIGHTS CORPS,INVESTIGATOR,200.0,law,201909,2019
6019,"Warren, Elizabeth ",20004,NONE,NOT EMPLOYED,500.0,not employed or unknown,201907,2019
6020,"Warren, Elizabeth ",20004,NONE,NOT EMPLOYED,100.0,not employed or unknown,201908,2019
6021,"Warren, Elizabeth ",20002,NON PROFIT,EDUCATOR,25.0,education,201907,2019
6022,"Warren, Elizabeth ",20002,NON PROFIT,EDUCATOR,28.0,education,201907,2019
6023,"Warren, Elizabeth ",20002,NON PROFIT,EDUCATOR,6.0,education,201908,2019
6024,"Warren, Elizabeth ",20002,NON PROFIT,EDUCATOR,6.0,education,201909,2019
6025,"Warren, Elizabeth ",20009,NON PROFIT,ASSOCIATE,10.0,other,201907,2019
6026,"Warren, Elizabeth ",20009,NON PROFIT,ASSOCIATE,10.0,other,201908,2019
6027,"Warren, Elizabeth ",20009,NON PROFIT,ASSOCIATE,45.01,other,201909,2019
6028,"Warren, Elizabeth ",20009,NON PROFIT,ASSOCIATE,10.0,other,201909,2019
6029,"Warren, Elizabeth ",20016,NONE,NOT EMPLOYED,100.0,not employed or unknown,201907,2019
6030,"Warren, Elizabeth ",20016,NONE,NOT EMPLOYED,50.0,not employed or unknown,201909,2019
6031,"Warren, Elizabeth ",20016,NONE,NOT EMPLOYED,50.0,not employed or unknown,201909,2019
6032,"Warren, Elizabeth ",20005,WILMERHALE,ATTORNEY,34.09,law,201909,2019
6033,"Warren, Elizabeth ",20002,DEPARTMENT OF THE NAVY,ENGINEER,50.0,it,201907,2019
6034,"Warren, Elizabeth ",20002,DEPARTMENT OF THE NAVY,ENGINEER,50.0,it,201907,2019
6035,"Warren, Elizabeth ",20002,DEPARTMENT OF THE NAVY,ENGINEER,66.02,it,201908,2019
6036,"Warren, Elizabeth ",20002,DEPARTMENT OF THE NAVY,ENGINEER,25.0,it,201908,2019
6037,"Warren, Elizabeth ",20002,DEPARTMENT OF THE NAVY,ENGINEER,10.0,it,201908,2019
6038,"Warren, Elizabeth ",20002,DEPARTMENT OF THE NAVY,ENGINEER,10.0,it,201908,2019
6039,"Warren, Elizabeth ",20002,DEPARTMENT OF THE NAVY,ENGINEER,10.0,it,201909,2019
6040,"Warren, Elizabeth ",20002,DEPARTMENT OF THE NAVY,ENGINEER,10.0,it,201909,2019
6041,"Warren, Elizabeth ",20002,DEPARTMENT OF THE NAVY,ENGINEER,25.0,it,201909,2019
6042,"Warren, Elizabeth ",20002,DEPARTMENT OF THE NAVY,ENGINEER,25.0,it,201909,2019
6043,"Warren, Elizabeth ",20002,DEPARTMENT OF THE NAVY,ENGINEER,25.0,it,201909,2019
6044,"Warren, Elizabeth ",20002,DEPARTMENT OF THE NAVY,ENGINEER,15.0,it,201909,2019
6045,"Warren, Elizabeth ",20004,NONE,NOT EMPLOYED,500.0,not employed or unknown,201907,2019
6046,"Warren, Elizabeth ",20004,NONE,NOT EMPLOYED,100.0,not employed or unknown,201907,2019
6047,"Warren, Elizabeth ",20004,NONE,NOT EMPLOYED,100.0,not employed or unknown,201909,2019
6048,"Warren, Elizabeth ",20016,SELF EMPLOYED,BUSINESS MANAGER/OWNER,2800.0,other,201909,2019
6049,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,50.0,not employed or unknown,201907,2019
6050,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,50.0,not employed or unknown,201907,2019
6051,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,50.0,not employed or unknown,201907,2019
6052,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,50.0,not employed or unknown,201908,2019
6053,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,50.0,not employed or unknown,201908,2019
6054,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,50.0,not employed or unknown,201909,2019
6055,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,50.0,not employed or unknown,201909,2019
6056,"Warren, Elizabeth ",20008,US GOVERNMENT,SOFTWARE DEVELOPER,150.0,it,201909,2019
6057,"Warren, Elizabeth ",20016,NONE,NOT EMPLOYED,100.0,not employed or unknown,201907,2019
6058,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,250.0,not employed or unknown,201909,2019
6059,"Warren, Elizabeth ",20002,TARGETSMART,CONSULTANT,50.0,business/gov,201907,2019
6060,"Warren, Elizabeth ",20002,TARGETSMART,CONSULTANT,50.0,business/gov,201908,2019
6061,"Warren, Elizabeth ",20002,TARGETSMART,CONSULTANT,50.0,business/gov,201909,2019
6062,"Warren, Elizabeth ",20009,COLLEGE BOARD,MANAGER,100.0,business/gov,201907,2019
6063,"Warren, Elizabeth ",20009,COLLEGE BOARD,MANAGER,79.92,business/gov,201908,2019
6064,"Warren, Elizabeth ",20009,COLLEGE BOARD,MANAGER,1252.32,business/gov,201908,2019
6065,"Warren, Elizabeth ",20009,COLLEGE BOARD,MANAGER,90.01,business/gov,201909,2019
6066,"Warren, Elizabeth ",20016,NATIONAL LABOR RELATIONS BOARD,ATTORNEY,10.0,law,201907,2019
6067,"Warren, Elizabeth ",20016,NATIONAL LABOR RELATIONS BOARD,ATTORNEY,25.0,law,201907,2019
6068,"Warren, Elizabeth ",20016,NATIONAL LABOR RELATIONS BOARD,ATTORNEY,25.0,law,201907,2019
6069,"Warren, Elizabeth ",20016,NATIONAL LABOR RELATIONS BOARD,ATTORNEY,25.0,law,201907,2019
6070,"Warren, Elizabeth ",20003,CBP,MANAGER,10.0,business/gov,201907,2019
6071,"Warren, Elizabeth ",20003,CBP,MANAGER,10.0,business/gov,201908,2019
6072,"Warren, Elizabeth ",20003,CBP,MANAGER,100.0,business/gov,201908,2019
6073,"Warren, Elizabeth ",20003,CBP,MANAGER,10.0,business/gov,201909,2019
6074,"Warren, Elizabeth ",20003,CBP,MANAGER,150.0,business/gov,201909,2019
6075,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,34.93,not employed or unknown,201908,2019
6076,"Warren, Elizabeth ",20008,NONE,NOT EMPLOYED,250.0,not employed or unknown,201909,2019
6077,"Warren, Elizabeth ",20016,NATIONAL LABOR RELATIONS BOARD,ATTORNEY,28.0,law,201907,2019
6078,"Warren, Elizabeth ",20016,NATIONAL LABOR RELATIONS BOARD,ATTORNEY,15.0,law,201907,2019
6079,"Warren, Elizabeth ",20016,NATIONAL LABOR RELATIONS BOARD,ATTORNEY,5.0,law,201908,2019
6080,"Warren, Elizabeth ",20016,NATIONAL LABOR RELATIONS BOARD,ATTORNEY,19.66,law,201908,2019
6081,"Warren, Elizabeth ",20016,NATIONAL LABOR RELATIONS BOARD,ATTORNEY,15.0,law,201908,2019
6082,"Warren, Elizabeth ",20016,NATIONAL LABOR RELATIONS BOARD,ATTORNEY,15.0,law,201908,2019
6083,"Warren, Elizabeth ",20016,NATIONAL LABOR RELATIONS BOARD,ATTORNEY,15.0,law,201908,2019
6084,"Warren, Elizabeth ",20016,NATIONAL LABOR RELATIONS BOARD,ATTORNEY,10.0,law,201908,2019
6085,"Warren, Elizabeth ",20016,NATIONAL LABOR RELATIONS BOARD,ATTORNEY,25.0,law,201908,2019
6086,"Warren, Elizabeth ",20016,NATIONAL LABOR RELATIONS BOARD,ATTORNEY,5.0,law,201909,2019
6087,"Warren, Elizabeth ",20016,NATIONAL LABOR RELATIONS BOARD,ATTORNEY,15.0,law,201909,2019
6088,"Warren, Elizabeth ",20016,NATIONAL LABOR RELATIONS BOARD,ATTORNEY,15.0,law,201909,2019
6089,"Warren, Elizabeth ",20016,NATIONAL LABOR RELATIONS BOARD,ATTORNEY,30.0,law,201909,2019
6090,"Warren, Elizabeth ",20016,NATIONAL LABOR RELATIONS BOARD,ATTORNEY,15.0,law,201909,2019
6091,"Warren, Elizabeth ",20016,NATIONAL LABOR RELATIONS BOARD,ATTORNEY,15.0,law,201909,2019
6092,"Warren, Elizabeth ",20001,NATIONAL EDUCATION ASSOCIATION,FIELD MANAGER,1030.0,business/gov,201907,2019
6093,"Warren, Elizabeth ",20016,NONE,NOT EMPLOYED,100.0,not employed or unknown,201907,2019
6094,"Warren, Elizabeth ",20016,NONE,NOT EMPLOYED,103.0,not employed or unknown,201908,2019
6095,"Warren, Elizabeth ",20016,NONE,NOT EMPLOYED,200.0,not employed or unknown,201909,2019
6096,"Warren, Elizabeth ",20002,SOCIAL AND ENVIRONMENTAL ENTREPRENEURS,ATTORNEY,25.0,law,201907,2019
6097,"Warren, Elizabeth ",20002,SOCIAL AND ENVIRONMENTAL ENTREPRENEURS,ATTORNEY,25.0,law,201908,2019
6098,"Warren, Elizabeth ",20002,SOCIAL AND ENVIRONMENTAL ENTREPRENEURS,ATTORNEY,25.0,law,201909,2019
6099,"Warren, Elizabeth ",20008,SELF EMPLOYED,LAWYER/CONSULTANT,100.0,other,201909,2019
6100,"Warren, Elizabeth ",20003,THE WHITE HOUSE,SPECIAL ASSISTANT TO THE PRESIDENT,50.0,leadership,201907,2019
6101,"Warren, Elizabeth ",20003,THE WHITE HOUSE,SPECIAL ASSISTANT TO THE PRESIDENT,50.0,leadership,201908,2019
6102,"Warren, Elizabeth ",20003,THE WHITE HOUSE,SPECIAL ASSISTANT TO THE PRESIDENT,50.0,leadership,201909,2019
6103,"Warren, Elizabeth ",20008,SELF EMPLOYED,CONSULTANT,50.0,business/gov,201907,2019
6104,"Warren, Elizabeth ",20008,SELF EMPLOYED,CONSULTANT,100.0,business/gov,201908,2019
6105,"Warren, Elizabeth ",20008,SELF EMPLOYED,CONSULTANT,50.0,business/gov,201909,2019
6106,"Warren, Elizabeth ",20007,WASHINGTON WALDORF SCHOOL,TEACHER,500.0,education,201909,2019
6107,"Warren, Elizabeth ",20008,CONFERENCE OF STATE BANK SUPERVISORS,CYBERSECURITY POLICY EXPERT,25.0,it,201907,2019
6108,"Warren, Elizabeth ",20008,CONFERENCE OF STATE BANK SUPERVISORS,CYBERSECURITY POLICY EXPERT,25.0,it,201908,2019
6109,"Warren, Elizabeth ",20008,CONFERENCE OF STATE BANK SUPERVISORS,CYBERSECURITY POLICY EXPERT,25.0,it,201909,2019
6110,"Warren, Elizabeth ",20008,STARDOG,CEO,1000.0,leadership,201907,2019
6111,"Warren, Elizabeth ",20010,SELF EMPLOYED,PROPERTY MANAGER,44.62,business/gov,201908,2019
6112,"Warren, Elizabeth ",20010,SELF EMPLOYED,PROPERTY MANAGER,100.0,business/gov,201909,2019
6113,"Warren, Elizabeth ",20011,BOLTON,SOFTWARE DEVELOPER,35.0,it,201907,2019
6114,"Warren, Elizabeth ",20011,BOLTON,SOFTWARE DEVELOPER,100.0,it,201907,2019
6115,"Warren, Elizabeth ",20011,BOLTON,SOFTWARE DEVELOPER,250.0,it,201908,2019
6116,"Warren, Elizabeth ",20011,SELF EMPLOYED,CONSULTANT,250.0,business/gov,201908,2019
6117,"Warren, Elizabeth ",20011,SELF EMPLOYED,CONSULTANT,250.0,business/gov,201908,2019
6118,"Warren, Elizabeth ",20011,BOLTON,SOFTWARE DEVELOPER,100.0,it,201908,2019
6119,"Warren, Elizabeth ",20011,BOLTON,SOFTWARE DEVELOPER,50.0,it,201909,2019
6120,"Warren, Elizabeth ",20001,WILMERHALE,ATTORNEY,28.0,law,201909,2019
6121,"Warren, Elizabeth ",20011,MODERNIZING FOREIGN ASSISTANCE NETWORK,EXECUTIVE DIRECTOR,250.0,leadership,201909,2019
6122,"Warren, Elizabeth ",20011,MODERNIZING FOREIGN ASSISTANCE NETWORK,EXECUTIVE DIRECTOR,250.0,leadership,201909,2019
6123,"Warren, Elizabeth ",20012,CAMPAIGN FOR LEAD FREE WATER,AGITATOR & POLICY ANALYST,250.0,business/gov,201908,2019
6124,"Warren, Elizabeth ",20001,BEAN,DATA SCIENTIST,50.0,science,201908,2019
6125,"Warren, Elizabeth ",20001,BEAN,DATA SCIENTIST,50.0,science,201909,2019
6126,"Warren, Elizabeth ",20002,617MEDIAGROUP,VICE PRESIDENT,25.0,leadership,201907,2019
6127,"Warren, Elizabeth ",20002,617MEDIAGROUP,VICE PRESIDENT,68.9,leadership,201908,2019
6128,"Warren, Elizabeth ",20002,617MEDIAGROUP,VICE PRESIDENT,25.0,leadership,201908,2019
6129,"Warren, Elizabeth ",20002,617MEDIAGROUP,VICE PRESIDENT,25.0,leadership,201909,2019
6130,"Warren, Elizabeth ",20002,617MEDIAGROUP,VICE PRESIDENT,15.0,leadership,201909,2019
6131,"Warren, Elizabeth ",20003,AARP,NON-PROFIT EXEC,50.0,other,201908,2019
6132,"Warren, Elizabeth ",20003,AARP,NON-PROFIT EXEC,50.0,other,201908,2019
6133,"Warren, Elizabeth ",20003,AARP,NON-PROFIT EXEC,50.0,other,201909,2019
6134,"Warren, Elizabeth ",20037,WHITMAN-WALKER HEALTH,ATTORNEY,13.0,law,201907,2019
6135,"Warren, Elizabeth ",20037,WHITMAN-WALKER HEALTH,ATTORNEY,25.0,law,201907,2019
6136,"Warren, Elizabeth ",20037,WHITMAN-WALKER HEALTH,ATTORNEY,13.0,law,201908,2019
6137,"Warren, Elizabeth ",20037,WHITMAN-WALKER HEALTH,ATTORNEY,25.0,law,201908,2019
6138,"Warren, Elizabeth ",20037,WHITMAN-WALKER HEALTH,ATTORNEY,25.0,law,201908,2019
6139,"Warren, Elizabeth ",20037,WHITMAN-WALKER HEALTH,ATTORNEY,10.0,law,201909,2019
6140,"Warren, Elizabeth ",20037,WHITMAN-WALKER HEALTH,ATTORNEY,13.0,law,201909,2019
6141,"Warren, Elizabeth ",20037,WHITMAN-WALKER HEALTH,ATTORNEY,25.0,law,201909,2019
6142,"Warren, Elizabeth ",20009,BERLINROSEN,PUBLIC AFFAIRS,10.0,business/gov,201907,2019
6143,"Warren, Elizabeth ",20009,BERLINROSEN,PUBLIC AFFAIRS,10.0,business/gov,201908,2019
6144,"Warren, Elizabeth ",20009,BERLINROSEN,PUBLIC AFFAIRS,10.0,business/gov,201909,2019
6145,"Warren, Elizabeth ",20001,H2 COLLECTIVE,MANAGER,50.0,business/gov,201908,2019
6146,"Warren, Elizabeth ",20001,H2 COLLECTIVE,MANAGER,35.0,business/gov,201908,2019
6147,"Warren, Elizabeth ",20001,H2 COLLECTIVE,MANAGER,100.0,business/gov,201909,2019
6148,"Warren, Elizabeth ",20001,H2 COLLECTIVE,MANAGER,25.0,business/gov,201909,2019
6149,"Warren, Elizabeth ",20001,H2 COLLECTIVE,MANAGER,7.0,business/gov,201909,2019
6150,"Warren, Elizabeth ",20018,VRL,BD DIRECTOR,25.0,leadership,201907,2019
6151,"Warren, Elizabeth ",20018,VRL,BD DIRECTOR,25.0,leadership,201908,2019
6152,"Warren, Elizabeth ",20018,VRL,BD DIRECTOR,110.01,leadership,201909,2019
6153,"Warren, Elizabeth ",20018,VRL,BD DIRECTOR,25.0,leadership,201909,2019
6154,"Warren, Elizabeth ",20005,PUBLIC CITIZEN,COMMUNICATIONS OFFICER,25.0,artist/comm,201907,2019
6155,"Warren, Elizabeth ",20005,PUBLIC CITIZEN,COMMUNICATIONS OFFICER,25.0,artist/comm,201908,2019
6156,"Warren, Elizabeth ",20005,PUBLIC CITIZEN,COMMUNICATIONS OFFICER,25.0,artist/comm,201909,2019
6157,"Warren, Elizabeth ",20002,SECURITIES & EXCHANGE COMMISSION,LAWYER,50.0,law,201908,2019
